"Business, Management & Strategy","https://www.emeraldinsight.com/doi/book/10.1016/s1744-2117%282008%294","Volume 4 - A Focused Issue on Fundamental Issues in Competence Theory Development","978-1-84855-210-4","978-1-84855-211-1","Ron Sanchez","2008","","Part I: Fundamental Issues in Competence-Based Theory Development;Part II: Fundamental Issues in Defining Contributions of Competence-Based Research","Research in Competence-Based Management","1744-2117","Professor Ron Sanchez and Professor Aimé Heene","Business, Management & Strategy","2444-8451","Business, Management & Strategy"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/9781787145139","National Identity and Europe in Times of Crisis: Doing and Undoing Europe","978-1-78714-514-6","978-1-78714-513-9","Christian Karner, Monika Kopytowska","2017","Europeanness is challenged by the multiple crises and debates happening across the continent. There is long-standing disagreement over Europe’s boundaries, and politicians and citizens continually reflect on the EU’s past, present and future. This book analyses such reflections and political struggles in a variety of national and local contexts.","","Research in Social Movements, Conflicts and Change","0163-786X","Dr Patrick G. Coy","Sociology","2050-8824","Sociology"
"Operations, Logistics & Quality","https://www.emeraldinsight.com/loi/ws","Work Study","978-1-78052-208-1","978-1-78052-209-8","Charmine E.J. Härtel, Neal M. Ashkanasy, Wilfred J. Zerbe","2011","","Part I: Emotions Research Advancing Knowledge of Work;Part II: Emotions Research Advancing Knowledge of Traditional and Non-Traditional Workers;Part III: Emotions Research Advancing Knowledge of Consumer Behavior;Part IV: Emotions Research Advancing Knowledge of Team Behavior;Part V: Emotions Research Advancing Knowledge of the Leader–Member Relationship;Part VI: Emotions Research Advancing Knowledge of in Extremis Work Contexts;Part VII: Emotions Research Advancing Noncognitive Assessment;Part VIII: Emotions Research Advancing Knowledge of Positive Work Environments","Research on Emotion in Organizations","1746-9791","Neal M. Ashkanasy, Wilfred J. Zerbe and Charmine E. J. Härtel","Operations, Logistics & Quality","0043-8022","Operations, Logistics & Quality"
"Information & Knowledge Management","https://www.emeraldinsight.com/loi/info","info","978-1-84855-372-9","978-1-84855-373-6","Danuta A. Nitecki, Eileen G. Abels","2008","","","Advances in Librarianship","0065-2830","Paul T. Jaeger","Library Studies,","1463-6697","Library Studies,"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s1475-1488%282011%2914","Volume 14 - Advances in Accounting Behavioral Research","978-1-78052-086-5","978-1-78052-087-2","Vicky Arnold, Donna Bobek, B. Douglas Clinton, Anne Lillis, Robin Roberts, Chris Wolfe, Sally Wright","2011","","","Advances in Accounting Behavioral Research","1475-1488","Khondkar Karim","Accounting, Finance & Economics","0951-3574","Accounting, Finance & Economics"
"Public Policy & Environmental Management","https://www.emeraldinsight.com/loi/jcp","Journal of Criminal Psychology","978-1-78714-267-1","978-1-78714-266-4","Tarak Barkawi, George Lawson","2017","","","Political Power and Social Theory","0198-8719","Professor Julian Go","Health & Social Care","2009-3829","Health & Social Care"
"Public Policy & Environmental Management","https://www.emeraldinsight.com/series/cedrm","","978-0-85724-867-1","978-0-85724-868-8","Rajib Shaw","2012","","Part I: Overview;Part II: Asian Experiences;Part III: Central American Experiences;Part IV: African Experiences;Part V: The Way Ahead","Community, Environment and Disaster Risk Management","2040-7262","William L. Waugh, Jr.","Public Policy & Environmental Management","0007-070X","Public Policy & Environmental Management"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s0190-1281201535","Volume 35 - Climate Change, Culture, and Economics: Anthropological Investigations","978-1-78560-361-7","978-1-78560-360-0","Donald C. Wood","2015","","Part I: Local Cultural Adaptations/Adjustments;Part II: Food Production/Procurement;Part III: Urban Situations","Research in Economic Anthropology","0190-1281","Dr. Donald Wood","Sociology","1757-0972","Sociology"
"Business, Management & Strategy","https://www.emeraldinsight.com/doi/book/10.1108/s1074-7540201517","Volume 17 - Entrepreneurial Growth: Individual, Firm, and Region","978-1-78560-047-0","978-1-78560-046-3","Andrew C. Corbett, Jerome A. Katz, Alexander Mckelvie","2015","","","Advances in Entrepreneurship, Firm Emergence and Growth","1074-7540","Professor Jerome Katz and Professor Andrew C. Corbett","Business, Management & Strategy","2059-5794","Business, Management & Strategy"
"Business, Management & Strategy","https://www.emeraldinsight.com/series/fmh","","978-1-84855-950-9","978-1-84855-951-6","Gary D. Libecap","2009","","","Frontiers of Management History","1048-4736","Sherry Hoskinson and Donald Kuratko","Business, Management & Strategy","1463-6689","Business, Management & Strategy"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s0733-558x201543","Volume 43 - Elites on Trial","978-1-78441-680-5","978-1-78441-679-9","Glenn Morgan, Paul Hirsch, Sigrid Quack","2015","","The New Context of Elites: Neo-Liberalism and Globalization;The Field of Power: The Changing Nature of Elite Networks;Elites and the Problem of Legitimacy;Elites and the Politics of Crisis","Research in the Sociology of Organizations","0733-558X","Professor Michael Lounsbury","HR, Learning & Organization Studies,","1753-7983","HR, Learning & Organization Studies,"
"Education","https://www.emeraldinsight.com/series/tmher","","978-1-78350-821-1","978-1-78350-822-8","Evan Ortlieb","2014","","Part I: New Learning;Part II: Further Learning;Part III: Revised Learning","Theory and Method in Higher Education Research","2056-3752","Evan Ortlieb and Earl H. Cheek, Jr.","Education","2398-4686","Education"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s1572-8323201423","Volume 23 - The Evolving Boundaries of Defence: An Assessment of Recent Shifts in Defence Activities","978-1-78350-974-4","978-1-78350-965-2","Renaud Bellais","2014","","Part I: Redefining the Boundaries of Defence Realms;Part II: Military Bases in the Domestic Economies;Part III: Building Up the Human Resources of Armed Forces;Part IV: The International Landscape of Defence","Contributions to Conflict Management, Peace Economics and Development","1572-8323","Professor Manas Chatterji","Public Policy & Environmental Management,","1757-0980","Public Policy & Environmental Management,"
"Sociology","https://www.emeraldinsight.com/doi/book/10.1108/s1521-6136%282011%2916","Volume 16 - Economic Crisis and Crime","978-0-85724-801-5","978-0-85724-802-2","Mathieu Deflem","2011","","Part I: The Mortgage Foreclosure Crisis;Part II: Corporate and White-Collar Crime;Part III: Crime (Control) and Economic Recession","Sociology of Crime, Law and Deviance","1521-6136","Professor Mathieu Deflem, University of South Carolina","Sociology","1745-9265","Sociology"
"Operations, Logistics & Quality","https://www.emeraldinsight.com/loi/jmtm","Journal of Manufacturing Technology Management","978-1-78743-082-2","978-1-78743-081-5","Huub Ruël","2017","","Part I Conceptualizing Business Diplomacy;Part II Topical Business Diplomacy;Part III Business Diplomacy","International Research in the Business Disciplines","1074-7877","Professor Craig S. Galbraith","Operations, Logistics & Quality","1741-038X","Operations, Logistics & Quality"
"Property Management & Built Environment","https://www.emeraldinsight.com/doi/book/10.1108/9781786358288","Forming and Centering: Foundational Aspects of Architectural Design","978-1-78635-829-5","978-1-78635-828-8","Paul Watt, Peer Smets","2017","In this book a fresh look at the central issues of architecture is assembled and recast into a fully integrated narrative, based on two foundational and complementary aspects of architectural design: those that give shape and those that give focus–forming and centering.","","","","","Property Management & Built Environment","0263-2772","Property Management & Built Environment"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1108/s0573-8555%282000%29246","Volume 246 - Environmental Taxation and the Double Dividend","978-0-444-50491-3","978-1-84950-848-3","R. A. de Mooij","2000","","","Contributions to Economic Analysis","0573-8555","Professor Badi H. Baltagi and Professor Efraim Sadka","Accounting, Finance & Economics","2044-1398","Accounting, Finance & Economics"
"HR, Learning & Organization Studies","https://www.emeraldinsight.com/doi/book/10.1108/s0733-558x201748b","Volume 48B - How Institutions Matter!","978-1-78635-432-7","978-1-78635-431-0","Joel Gehman, Michael Lounsbury, Royston Greenwood","2016","","","Research in the Sociology of Organizations","0733-558X","Professor Michael Lounsbury","HR, Learning & Organization Studies,","1754-2413","HR, Learning & Organization Studies,"
"Operations, Logistics & Quality","https://www.emeraldinsight.com/series/rcbm","","978-1-78190-692-7","978-1-78190-693-4","Paul Tracey, Nelson Phillips, Michael Lounsbury","2014","","Part I: Introduction;Part II: Studying Religion and Organization at the Micro-Level;Part III: Religious Organizational Forms and Practices;Part IV: Religion and Institutional Theory;Part V: Religion and Social Movements","Research in Competence-Based Management","1744-2117","Professor Ron Sanchez and Professor Aimé Heene","HR, Learning & Organization Studies,","2531-0488","HR, Learning & Organization Studies,"
"Health & Social Care","https://www.emeraldinsight.com/doi/book/10.1108/s1474-8231%282012%2912","Volume 12 - Health Information Technology in the International Context","978-1-78052-858-8","978-1-78052-859-5","Nir Menachemi, Sanjay Singh","2012","","Section 1: Hit Within Health Systems;Section 2: Hit Policy Within Individual Countries;Section 3: Specific Types of Hit and their Relevance to International Settings","Advances in Health Care Management","1474-8231","Dr. Leonard H. Friedman, Dr. Jim Goes, Professor Grant T. Savage","Health & Social Care","0965-4283","Health & Social Care"
"Education","https://www.emeraldinsight.com/doi/book/10.1108/s2048-045820156","Volume 6 - Video Research in Disciplinary Literacies","978-1-78441-678-2","978-1-78441-677-5","Evan Ortlieb, Lynn E. Shanahan, Mary B. McVee","2015","","Part I: Video Reflection in Teaching and Learning across the Disciplines;Part II: Video Reflection through Discourse and Identity;Part III: Methodologies of Research and Practice for Video Reflection in Educational Settings","Literacy Research, Practice and Evaluation","2048-0458","Evan Ortlieb and Earl H. Cheek, Jr.","Education","1359-5474","Education"
"Tourism & Hospitality","https://www.emeraldinsight.com/doi/book/10.1108/s2398-391420183","Volume 3 - Public Relations and the Power of Creativity: Strategic Opportunities, Innovation and Critical Challenges","978-1-78769-292-3","978-1-78769-291-6","Sarah Bowman, Adrian Crookes, Stefania Romenti, Øyvind Ihlen","2018","","Part I Leadership, Ethics and Creativity;Part II Knowledge and Collaboration for Fostering Creativity;Part III New Creative Approaches to Public Relations","Advances in Public Relations and Communication Management","2398-3914","Professor Arch Woodside","Marketing","2055-5911","Marketing"
"Transport","https://www.emeraldinsight.com/doi/book/10.1108/9780585473956","Delivering Sustainable Transport: A Social Science Perspective","978-0-08-044022-4","978-0-585-47395-6","Amanda Root","2002","This book offers examples of how transport analysis can be diversified and broadened to include important theoretical approaches and perspectives not previously used in mainstream transport studies. These provocative essays cover a wide range of issues and opens up a debate on the effects of travel and transport on various social groups, from bikers to pre-school age children, in the West and in industrialising countries.","PART ONE: GLOBALISATION, MARKETS AND POLICY – THE NEED FOR NEW PARADIGMS;PART TWO: POST-MODERNITY AND REFLEXIVITY;PART THREE: CULTURAL STUDIES;PART FOUR: NEW DIMENSIONS IN MOBILITY DISCOURSES","Transport and Sustainability","2044-9941","Stephen Ison, Maria Attard and Jon Shaw","Transport,","1750-6220","Transport,"
"Accounting, Finance & Economics","https://www.emeraldinsight.com/doi/book/10.1016/s0278-0984%282000%298","Volume 8 - Advances in Applied Microeconomics","978-0-7623-0576-6","978-1-84950-037-1","Timothy J. Rupert, Beth B. Kern","2000","","","Advances in Applied Microeconomics","0278-0984","Professor Michael Baye, Professor John Maxwell","Accounting, Finance & Economics","0951-3574","Accounting, Finance & Economics"
